code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600219,南山铝业,铝,山东,49.16,70.88,92.51,3473421.5,1024543.69,1516839.38,1002098.63,1.08,0.16,3.38,0.97,1999/12/23,614059.44,0.66,-4.54,-14.75,13.49,4.66,209714
2820,桂发祥,食品,天津,56.89,0.32,1.28,65058.05,34066.98,4924.16,10916.1,0.85,0.605,4.99,9.2,2016/11/18,24558.49,1.92,0,0,51.87,21.4,56828
2549,凯美特气,环境保护,湖南,433.33,5.67,5.67,116767.76,28162.14,67810.78,9877.46,0.17,0.017,1.53,6.41,2011/2/18,17136.2,0.3,118.71,128.97,43.18,5.24,13644
404,华意压缩,专用机械,江西,22.78,5.58,5.6,793541,612820.56,127944.38,110347.9,1.97,0.324,4.25,2.32,1996/6/19,69276.43,1.24,-1.32,-0.34,13.9,3.51,31467
810,创维数字,家用电器,四川,28.05,4.08,10.35,658146.75,552021.19,65088.71,24339.82,0.24,0.48,2.57,5.14,1998/6/2,138981.47,1.34,8.19,6.67,21.2,8.21,45723
300530,达志科技,化工原料,广东,87.67,0.18,0.7,49126.8,40455.3,1428.5,20093,2.87,0.62,6.65,8.46,2016/8/9,17726.5,2.53,0,0,50.63,35.44,13225
603025,大豪科技,电脑设备,北京,62.21,0.51,4.47,165763.88,132950.81,15690.05,46907.05,1.05,0.534,3.4,9.76,2015/4/22,47799.34,1.07,10.91,28.84,52.18,34.63,29933
2188,巴士在线,广告包装,浙江,220.57,1.73,3,225990.8,51203.3,13385.35,165390.59,5.52,0.091,6.76,3.95,2007/11/22,6348.41,0.21,422.83,297.4,46.17,6.67,17658
2550,千红制药,生物制药,江苏,34.89,8.53,12.8,286476.09,184381.27,9563.03,6661.31,0.05,0.144,1.85,3.63,2011/2/18,87596.63,0.68,3.13,-8.57,64.27,34.17,70163
2278,神开股份,化工机械,上海,0,2.97,3.64,166427.44,113731.61,28376.22,48002.55,1.32,-0.182,3.05,5.51,2009/8/11,19614.85,0.54,-31.65,-293.14,29.39,-21.65,27386
600230,沧州大化,农药化肥,河北,18.67,2.94,2.94,374649.66,93723.68,233122.42,64217.56,2.18,1.261,5.13,4.59,2000/4/6,37306.12,1.27,64.06,160.83,33.47,12.6,12953
10,美丽生态,建筑施工,深圳,189.96,5.22,8.2,467960.5,280030.75,5554.28,149537.16,1.82,0.027,2.68,2.53,1995/10/27,-12948.7,-0.16,29.24,693.48,28.24,3.1,44621
600822,上海物贸,商贸代理,上海,380.91,3.96,4.96,212945.88,139418.73,39753.23,168019.7,3.39,0.033,1.07,15.95,1994/2/4,-181817.22,-3.67,-68.95,102.69,1.7,0.11,47762
300332,天壕环境,环境保护,北京,79.19,6.34,9.02,533216.19,100281.2,175578.06,103347.56,1.15,0.097,3,3.41,2012/6/28,51017.34,0.57,87.77,-5.98,20.59,9.09,26833
603208,江山欧派,家居用品,浙江,44.54,0.2,0.81,70896.06,0,0,0,0,1.041,6.91,8.94,2017/2/10,0,0,0,0,0,16.1,21153
300383,光环新网,电信运营,北京,51.89,6.24,7.23,891762.38,273739.38,272452.47,480308.59,6.64,0.5,8.37,2.87,2014/1/29,47808.42,0.66,291.8,195.07,27.62,14.46,61703
2702,海欣食品,食品,福建,392.45,1.64,2.98,123821.27,77195.21,32447.06,42662.07,1.43,0.044,2.63,6.55,2012/10/11,18220.35,0.61,13.48,133.08,30.74,1.41,51947
603900,通灵珠宝,服饰,江苏,37.95,0.61,2.43,249315.05,231254.16,8177.75,118960.22,4.89,1.18,8.32,4.15,2016/11/23,52122.75,2.14,10.74,22.3,54.1,13.41,40678
600179,安通控股,仓储物流,黑龙江,53.62,3.9,10.62,655511.88,231223.47,389667.53,55636.78,0.52,0.37,2.16,8.05,1998/11/4,94439.11,0.89,16.91,71.47,22.95,9.86,21274
600567,山鹰纸业,造纸,安徽,57.87,37.67,45.51,2001358.38,738065.63,965496.38,428019,0.94,0.05,1.81,1.94,2001/12/18,55901.76,0.12,16.5,0.4,15.57,2.44,305397
603168,莎普爱思,化学制药,浙江,24.81,1.01,1.77,154467.98,66221.93,46823.48,29834.48,1.68,1.17,6.4,6.05,2014/7/2,51746.4,2.92,2.91,62.54,77.21,28.48,24165
601966,玲珑轮胎,汽车配件,山东,28.95,2,12,1686478.25,628793,909712.81,266548.47,2.22,0.73,6.41,3.9,2016/7/6,341448.66,2.85,0,0,29.44,10.47,111962
600448,华纺股份,纺织,山东,196.72,4.22,4.22,275323.94,146436.02,65403.25,65484.18,1.55,0.027,2.01,3.55,2001/9/3,-23500.82,-0.56,-0.86,-27.49,7.5,0.66,37196
300461,田中精机,专用机械,浙江,992.97,0.24,0.67,33664.98,26192.14,2578.35,15238.37,2.29,0.051,4.36,15.6,2015/5/19,5819.2,0.87,-14.17,-81.61,43.56,4.56,9348
603508,思维列控,软件服务,河南,68.61,0.65,1.6,253235.2,216430.8,9090.45,134174.48,8.39,0.668,14.8,4.13,2015/12/24,80020.17,5,-6.5,-35.11,60.61,24.94,26470
2135,东南网架,建筑施工,浙江,125.07,6.71,8.55,859895.88,639271.44,144810.27,91545.22,1.07,0.057,2.84,2.53,2007/5/30,57114.46,0.67,10.44,42.05,11.37,0.86,47329
600336,澳柯玛,家用电器,山东,70.01,6.8,7.77,330569.22,194673.34,51907.4,50062.37,0.64,0.077,1.57,4.59,2000/12/29,-18355.4,-0.24,2.14,-14.96,23.5,1.98,41716
541,佛山照明,家用电器,广东,12.81,9.75,12.72,610016.94,338423.66,44600.69,28582.14,0.22,0.843,3.92,2.75,1993/11/23,156461.59,1.23,17.03,1907.92,25.2,31.85,85213
600630,龙头股份,纺织,上海,65.25,4.25,4.25,272319.34,222692.13,33160.12,93279.71,2.2,0.166,4.1,3.52,1993/2/9,35775.51,0.84,-1.88,21.72,23.31,2.51,87394
823,超声电子,元器件,广东,52.02,5.37,5.37,461569.66,276517.56,159290.69,142463.91,2.65,0.209,5.5,2.63,1997/10/8,77328.65,1.44,-4.7,27.23,19.92,4.34,37951
300307,慈星股份,纺织机械,浙江,53.73,7.93,8.02,425867.09,267825.31,17157.61,192787.59,2.4,0.152,4.86,2.24,2012/3/29,95861.42,1.2,34.69,3.57,38.87,15.35,50456
603701,德宏股份,汽车配件,浙江,57.28,0.2,0.78,71448.77,45610.23,12527.15,26002.59,3.32,0.75,6.77,7.53,2016/4/12,16716.75,2.13,-2.47,18.58,34.83,17.09,14011
2484,江海股份,元器件,江苏,68.65,4.9,6.27,337926.44,250878.42,55813.71,156766.45,2.5,0.18,4.67,3.14,2010/9/29,60294.58,0.96,8.66,3.52,26.23,11.38,15957
600715,文投控股,影视音像,辽宁,74.92,4.49,16.49,604968.31,174390.81,19296.35,293188.84,1.78,0.221,2.65,8.34,1996/7/1,-21534.56,-0.13,768.81,1159.63,51.71,28.32,12086
300093,金刚玻璃,玻璃,广东,6790.68,2.15,2.16,127743.32,71900.43,46292.26,38683.3,1.79,0.002,4.04,5.48,2010/7/8,22002.77,1.02,-8,-93.83,35.96,0.22,12263
300385,雪浪环境,环境保护,江苏,50.19,0.48,1.2,161806.59,96009.88,40910.12,31692.9,2.64,0.739,6.46,5.74,2014/6/26,29896.68,2.49,20.15,56.84,32.92,12.74,11224
600936,广西广电,影视音像,广西,50.39,3,16.71,707051.38,266729.06,286343.41,110046.57,0.66,0.2,2.19,5.1,2016/8/15,71710.18,0.43,0,0,32.02,15.97,113363
300256,星星科技,元器件,浙江,49.74,3.79,6.48,784411.69,391973.5,154013.8,252722.27,3.9,0.225,5.17,2.17,2011/8/19,13060.03,0.2,28.54,124.42,14.88,2.92,46731
635,英 力 特,化工原料,宁夏,144.05,3.03,3.03,320072.81,93288.61,212388.41,187856.92,6.2,0.136,9.33,2.8,1996/11/20,55324.8,1.83,-12.08,60.76,15.77,3.67,34864
838,财信发展,区域地产,北京,74.05,6.33,11,530319.75,492780.81,6230.18,24183.9,0.22,0.101,1.48,5.05,1997/6/26,27651.75,0.25,156.95,32.7,23.54,6.49,103821
300305,裕兴股份,塑料,江苏,45.36,1.51,2.91,146452.84,108155.7,31596.85,59895.05,2.06,0.248,4.81,2.34,2012/3/29,39317.44,1.35,-0.16,-11.95,23.04,13.88,11431
600518,康美药业,中成药,广东,27,43.97,49.47,5300697.5,4287158,481593.94,1133456.63,2.29,0.56,5.76,3.27,2001/3/19,811196.69,1.64,22.3,22.98,29.02,15.75,182226
2504,弘高创意,装修装饰,北京,25.85,3.88,10.26,536126.25,516301.66,1270.78,18667.13,0.18,0.219,1.05,7.2,2010/11/18,79203.61,0.77,4.62,3.18,19.45,7.66,60693
995,*ST皇台,白酒,甘肃,0,1.77,1.77,51074.09,31620.03,8611.78,25793.53,1.45,-0.61,0.09,176.91,2000/8/7,-42599.2,-2.4,157.71,-7618.73,17.67,-72.86,10249
603988,中电电机,电气设备,江苏,168.23,0.22,0.8,81843.36,66659.53,6876.68,32804.26,4.1,0.308,8.08,8.54,2014/11/4,21436.4,2.68,-9.5,-30.88,37.99,14.2,16825
300011,鼎汉技术,运输设备,北京,122.53,3.74,5.3,324300.34,158830.41,48637.35,94454.18,1.78,0.118,4,4.8,2009/10/30,60433.01,1.14,-13.09,-57.13,40.26,9.63,27773
2348,高乐股份,文教休闲,广东,144.57,7.39,9.47,125913.4,54844.53,10785.25,990.65,0.01,0.04,1.3,5.91,2010/2/3,21766.78,0.23,7.08,-18.18,28.8,10.79,32194
552,靖远煤电,煤炭开采,甘肃,39.81,15.57,22.87,904149.5,408381.97,306130.72,184069.55,0.8,0.097,2.75,1.41,1994/1/6,166440.69,0.73,12.49,23.3,20.68,7.45,48121
707,双环科技,化工原料,湖北,0,4.64,4.64,1060049.38,570912.25,328466.56,73362.18,1.58,-1.353,1.92,4.03,1997/4/15,-60809.53,-1.31,2.26,-5414.35,7.63,-15.82,52253
300175,朗源股份,食品,山东,257.31,4.62,4.71,120087.02,59203.25,21089.27,7406.47,0.16,0.06,1.7,9.13,2011/2/15,27981.78,0.59,-30.38,-20.36,12.11,4.81,18887
600629,华建集团,建筑施工,上海,46.17,3.48,4.32,418023.44,353586.53,13237.12,18878.18,0.44,0.315,2.46,7.87,1993/2/9,51674.03,1.2,-5.83,74.4,27.9,4.83,14430
2314,南山控股,区域地产,深圳,22.12,7.38,18.78,1315256.75,1133198.38,83121.43,280576.41,1.49,0.265,2.99,2.61,2009/12/3,68816.4,0.37,82.09,1254.33,37.37,12.28,44222
600354,敦煌种业,种植业,甘肃,0,4.48,5.28,284578,174705.73,56592.05,89953.45,1.7,-0.334,1.84,4.27,2004/1/15,-48924.73,-0.93,-57.95,-30.15,12.79,-82.15,44003
812,陕西金叶,广告包装,陕西,151.53,4.46,4.47,179562.8,92563.7,62055.15,1688.15,0.04,0.078,2,5.92,1998/6/23,31884.25,0.71,88.13,76.4,23.13,3.51,40682
600157,永泰能源,煤炭开采,山西,80.02,45.96,124.26,9470169,1998311.25,1926364.75,907883,0.73,0.037,1.9,2.08,1998/5/13,174683.13,0.14,0.62,-12.37,38.24,6.04,262345
2381,双箭股份,橡胶,浙江,64.07,2.16,4.29,248609.02,172085.81,47455,66297.77,1.55,0.14,3.8,3.15,2010/4/2,45817.55,1.07,7.51,-30.89,28.27,7.59,35170
600587,新华医疗,医疗保健,山东,50.2,4.03,4.06,1078769.13,610983.25,146840.73,159651.13,3.93,0.361,8.26,2.92,2002/9/27,124751.35,3.07,10.98,-28.4,20.67,2.48,21222
876,新 希 望,饲料,四川,12.04,34.57,42.16,3713051.25,963436.19,721256.75,215435.52,0.51,0.501,4.85,1.66,1998/3/11,1269600.63,3.01,-4.82,19.06,8.08,4.77,96000
600030,中信证券,证券,深圳,18.83,98.15,121.17,59743884,0,365947.03,5445852.5,4.49,0.855,11.78,1.37,2003/1/6,4719229,3.89,-32.16,-47.65,0,27.28,563612
679,大连友谊,百货,辽宁,0,3.56,3.56,724139.38,578558.31,55650.25,7087.68,0.2,-0.426,3.16,3.84,1997/1/24,52890.96,1.48,-26.57,-242.02,23.57,-10.09,33683
601929,吉视传媒,影视音像,吉林,40.36,31.11,31.11,905516.81,173209.48,368646.13,90316.13,0.29,0.075,1.99,2.04,2012/2/23,139412.55,0.45,-1.03,-18.44,42.34,15.68,90035
603199,九华旅游,旅游服务,安徽,46.2,0.73,1.11,106592.42,23649.21,68685.65,33329.37,3.01,0.595,8.56,4.28,2015/3/26,45049.21,4.07,0.32,9.15,50.69,21.19,12218
601058,赛轮金宇,汽车配件,山东,23.01,22.61,22.94,1266512.38,491345.44,579583,103769.31,0.45,0.133,1.97,2.08,2011/6/30,111524.61,0.49,11.92,97.15,19.76,3.8,78823
882,华联股份,百货,北京,54.7,18.85,22.26,1085259.13,407255.81,4257.31,346308,1.56,0.056,2.85,1.44,1998/6/16,26322.48,0.12,-23.14,-46.54,33.19,16.24,147662
300001,特锐德,电气设备,山东,96.83,8.46,9.98,847852.63,620875.5,93631.24,85227.15,0.85,0.127,2.59,6.32,2009/10/30,64735.41,0.65,105.13,12.06,26.57,4.08,45583
300016,北陆药业,中成药,北京,326.21,2.54,3.26,95609.25,39700.12,20074.51,31755.71,0.97,0.05,2.77,5.93,2009/10/30,20833.49,0.64,1.51,-49.72,69.04,3.28,32413
2397,梦洁股份,纺织,湖南,73.4,3.31,6.78,212404.95,133328.69,58202.38,24394.85,0.36,0.084,2.05,4,2010/4/29,38797.34,0.57,-5.11,-7.64,48.94,6.8,51247
300483,沃施股份,专用机械,上海,164.1,0.32,0.61,42323.1,31991.84,7296.72,19029.03,3.09,0.207,6.45,7.01,2015/6/30,13149.37,2.14,-18.29,5.59,25.74,6.27,11845
2,万 科Ａ,全国地产,深圳,10.81,97.09,110.39,83067424,72129544,681079.31,826826.75,0.75,1.904,10.28,2,1991/1/29,6120027,5.54,22.98,16.02,29.41,8.74,339309
300214,日科化学,化工原料,山东,37.71,2.95,4.05,148346.77,85858.86,48158.89,44838.37,1.11,0.164,3.32,2.49,2011/5/11,44302.55,1.09,0.65,-18.4,16.27,6.04,23302
2621,三垒股份,专用机械,辽宁,198.61,1.12,2.25,116481.05,102115.35,6661.72,50795.21,2.26,0.094,5.06,4.9,2011/9/29,36063.45,1.6,-45.35,-47.13,34.65,34.35,9625
300302,同有科技,软件服务,北京,99.36,2.46,4.21,80125.81,69462.86,8368.32,8374.7,0.2,0.156,1.51,13.7,2012/3/21,17657.92,0.42,44.27,156.93,43.92,23.93,20792
2580,圣阳股份,电气设备,山东,68.26,1.69,2.22,204596.13,148732.92,41739.09,67195.3,3.03,0.243,5.34,3.11,2011/5/6,25197.71,1.14,12.46,63.7,22.69,3.47,21023
2004,华邦健康,化学制药,重庆,20.71,15.33,20.35,2353932.5,1247429.13,248479.09,547942.63,2.69,0.301,4.78,1.74,2004/6/25,204623.56,1.01,4.81,3.57,34.6,12.31,125340
603599,广信股份,农药化肥,安徽,32.4,1.36,3.76,328754.13,173676.5,100819.13,84564.82,2.25,0.386,6.28,2.66,2015/5/13,100593.2,2.67,8.76,8.88,29.5,12.92,26418
2452,长高集团,电气设备,湖南,47.61,3.43,5.25,278333.59,212466.42,21367.1,22441.5,0.43,0.131,2.4,3.47,2010/7/20,45465.8,0.87,180.76,41.47,25.96,7.46,56400
2210,飞马国际,仓储物流,深圳,107.56,7.57,9.72,1809546.63,1765198,9881.62,112159.31,1.15,0.146,2.57,8.13,2008/1/30,34765.71,0.36,11.07,6.54,0.65,0.41,24246
600980,北矿科技,元器件,北京,132.2,1.43,1.52,75729.78,48502.85,11227.8,27354.19,1.8,0.119,3.29,6.37,2004/5/12,4096.95,0.27,-11.91,-17.82,29.14,8.29,21083
300493,润欣科技,通信设备,上海,102.11,0.62,1.2,99458.93,98279.65,317.78,21264.36,1.77,0.411,3.96,10.58,2015/12/10,12036,1,34.59,19.69,10.66,3.2,18421
600091,ST明科,化工原料,内蒙,244.95,3.37,4.37,126241.1,86495.71,1169.18,167037.94,3.82,0.034,2.03,4.14,1997/7/4,-128286.4,-2.93,28.21,-55.62,2.11,53.19,22208
601106,中国一重,工程机械,黑龙江,0,65.38,65.38,3501605.5,2430861,650649.13,841514.81,1.29,-0.299,1.98,2.13,2010/2/9,-218279.66,-0.33,-30.57,-87.23,-6.68,-82.13,469385
601718,际华集团,服饰,北京,31.77,38.57,38.57,2588604,1321166.13,308328.78,431168,1.12,0.199,3.53,2.39,2010/8/16,540796.31,1.4,23.31,-27.05,7.49,4.14,189130
600839,四川长虹,家用电器,四川,28.07,46.11,46.16,5776148.5,4206820,545137.19,390900.69,0.85,0.113,2.73,1.55,1994/3/11,407924.44,0.88,5.53,205.37,14.85,1.08,376986
600736,苏州高新,园区开发,江苏,32.9,11.39,11.94,2044990.25,1326206.5,170075.86,176785.86,1.48,0.257,4.46,1.9,1996/8/15,190358.61,1.59,71.76,60.44,21.27,5.5,67075
2338,奥普光电,电器仪表,吉林,90.56,1.19,1.2,99407.59,72531.46,19663.71,36559.17,3.05,0.385,6.28,7.41,2010/1/15,22149.99,1.85,-0.59,39.07,44.08,21.19,7555
600016,民生银行,银行,北京,5.93,295.52,364.85,563657728,0,3827100,6474400,1.77,1.073,8.95,0.95,2000/12/19,13243800,3.63,0.18,2.05,0,33.65,316935
2010,传化智联,染料涂料,浙江,72.54,4.13,32.58,1561380.63,956878.5,126043.36,593712.31,1.82,0.176,3.41,4.98,2004/6/29,174830.36,0.54,-4.65,66.28,21.77,14.27,15010
600392,盛和资源,小金属,山西,0,9.41,12.72,238127.17,184618.55,20129.03,-54547.82,-0.43,-0.052,1.21,10.61,2003/5/29,72669.11,0.57,-19.81,-385.88,7.74,-12.46,70272
600053,九鼎投资,区域地产,江西,46.1,4.34,4.34,439005.19,274132,4777.16,18868.72,0.44,0.633,3.28,11.85,1997/4/18,62756.88,1.45,174.24,841.26,78.04,26.92,23273
1696,宗申动力,摩托车,重庆,30.38,8.91,11.45,624738.19,383812.38,79966.96,54725.93,0.48,0.214,3.04,2.85,1997/3/6,149410.72,1.3,-6.79,-16.33,19.82,7.32,107913
300087,荃银高科,种植业,安徽,0,2.58,3.2,134767.05,98138.61,21382.71,19170.46,0.6,-0.027,1.93,6.74,2010/5/26,9344.5,0.29,-2.53,21.08,38.76,-3.18,14856
2760,凤形股份,机械基件,安徽,298.42,0.45,0.88,106974.45,50429.26,40212.59,23660.35,2.69,0.116,6.49,5.35,2015/6/11,21573.96,2.45,-26.42,-64.61,19.43,3.33,13496
300321,同大股份,塑料,山东,88.23,0.82,0.89,66376.7,29378.1,28028.71,23806.32,2.68,0.261,6.39,4.8,2012/5/23,21335.01,2.4,-9.44,-19.39,20.84,7.33,7342
600708,光明地产,全国地产,上海,41.63,7.51,13.19,5422811,5289220.5,34068.48,244547.84,1.85,0.159,6.08,1.45,1996/6/6,392198.44,2.97,6.82,13.56,19.02,2.74,44164
89,深圳机场,机场,深圳,33.14,20.51,20.51,1249187.13,297147.66,762693.25,279930.97,1.37,0.2,5.13,1.72,1998/4/20,494927.31,2.41,0.12,21.51,27.41,18.43,67625
2737,葵花药业,中成药,黑龙江,63.07,1.2,2.92,381153.19,210087.22,119654.42,116691.36,4,0.42,8.4,4.21,2014/12/30,86661,2.97,0.49,-38.54,55.78,5.76,36817
300270,中威电子,通信设备,浙江,83.11,1.45,2.73,88778.65,64503.63,5402.21,14612.5,0.54,0.12,2.25,5.88,2011/10/12,18629.23,0.68,22.03,18.49,50.92,15.9,19043
300421,力星股份,机械基件,江苏,73.98,0.42,1.31,124135.67,89527.32,25779.17,85384.36,6.54,0.37,8.67,3.57,2015/2/17,12242.11,0.94,0.87,0.77,25.35,11.4,13824
601858,中国科传,出版业,北京,114.21,1.31,7.91,294155.75,0,0,0,0,0.116,2.99,5.93,2017/1/18,0,0,0,0,0,8.5,120666
2130,沃尔核材,电气设备,深圳,68.45,4.32,6.26,452741.31,146953.81,85345.36,2826.04,0.05,0.16,3,4.44,2007/4/20,103141.75,1.65,14.52,-76.3,30.56,7.14,95886
300013,新宁物流,仓储物流,江苏,122,2.31,2.98,169734.27,75447.06,19620.85,90370.4,3.03,0.082,4.01,3.33,2009/10/30,-1725.25,-0.06,61.87,2421.16,32.58,4.41,26015
2672,东江环保,环境保护,广东,29.63,4.37,8.87,818914.88,271169.31,139722.55,51891.55,0.58,0.62,3.71,4.81,2012/4/26,189298.05,2.13,8.91,60.53,36.12,20.4,46172
2559,亚威股份,机床制造,江苏,42.72,3.08,3.73,217944.09,145306.52,33562.87,79188.9,2.12,0.313,4.21,3.18,2011/3/3,37137.51,1,30.89,58.75,25.81,9.99,48159
603887,城地股份,建筑施工,上海,79.27,0.25,0.98,102469.11,90463.86,8154.58,34492.75,3.52,0.69,6.96,6.42,2016/10/10,21523.09,2.19,1.81,-1.1,19.55,9.79,16111
300576,容大感光,染料涂料,深圳,97.44,0.2,0.8,32932.92,24597.1,3016.58,5514.1,0.69,0.345,3.85,11.62,2016/12/20,10675.37,1.33,11.75,34.28,35.96,12.11,36455
300360,炬华科技,电器仪表,浙江,24.57,3.12,3.63,181630.06,144626.09,7161.22,4629.43,0.13,0.548,3.4,5.28,2014/1/21,75970.88,2.09,11.15,11.9,36.04,21.99,16708
690,宝新能源,火力发电,广东,26.4,17.18,21.76,1312576.75,347296.13,378896.28,294483,1.35,0.28,3.74,2.41,1997/1/28,247633.84,1.14,-15.82,9.83,40.47,22.85,116969
300184,力源信息,元器件,湖北,155.07,2.89,5.41,174181.27,104104.8,21676.2,72602.21,1.34,0.12,3.11,4.37,2011/2/22,14454.67,0.27,56.09,27.89,11.6,2.97,31000
820,神雾节能,环境保护,辽宁,129.96,2.21,6.37,105571.22,100591.3,458.76,-19012.25,-0.3,0.43,1.9,21.53,1998/6/30,40885.96,0.64,27.81,65.16,58.6,34.44,16078
300218,安利股份,塑料,安徽,51.74,1.69,2.17,192110.72,74732.31,103260.86,36064.51,1.66,0.269,4.64,3,2011/5/18,35096.53,1.62,2.09,5.56,21.97,4.16,17117
600480,凌云股份,汽车配件,河北,39.43,3.62,4.51,1001463.38,566754.25,218483.2,173939.25,3.86,0.472,7.76,2.4,2003/8/15,119861.97,2.66,22.82,54.96,20.1,2.39,40232
710,*ST天仪,汽车配件,四川,0,1.51,1.51,54804.46,24958.47,14336.65,4631.55,0.31,-0.028,0.75,80.39,1997/4/22,-9753.87,-0.65,7.53,67.82,6.77,-1.69,12147
2154,报 喜 鸟,服饰,浙江,0,10.66,11.72,429994.19,182544.86,80754.85,5389.2,0.05,-0.086,2.29,2.04,2007/8/16,127550.5,1.09,-14.22,-160.92,54.55,-7.5,128338
600186,莲花健康,食品,河南,0,10.62,10.62,235594.17,91541.61,42585.82,31854.78,0.3,-0.042,0.04,106.93,1998/8/25,-141701.27,-1.33,0.62,90.73,12.58,-3.45,85288
600478,科力远,元器件,湖南,0,12.75,13.91,522766.69,217653.77,126346.51,13805.42,0.1,-0.152,0.94,9.99,2003/9/18,-20230.56,-0.15,51.15,-2935.11,5.64,-12.45,52499
150,宜华健康,医疗保健,广东,9.9,3.54,4.48,587241.56,343910.38,24168.55,95802.36,2.14,2.159,5.86,4.86,2000/8/7,120070.82,2.68,31.59,105335.85,36.49,111.08,36106
2294,信立泰,化学制药,深圳,21.39,4.88,10.46,653413.94,365069.88,98010.88,18193.82,0.17,1.335,5.12,5.57,2009/9/10,360529.97,3.45,10.23,10.31,75.22,36.43,33509
600517,置信电气,电气设备,上海,35.39,12.45,13.56,928515.69,720979.88,70223.75,37716.26,0.28,0.202,2.45,3.89,2003/10/10,141723.48,1.05,15.77,100.2,16.22,6.12,51408
2533,金杯电工,电气设备,湖南,30.63,5.07,5.53,306134.38,212781,56594,80584.28,1.46,0.234,3.88,2.46,2010/12/31,76946.42,1.39,-5.94,22.85,17.12,5.88,52170
300111,向日葵,半导体,浙江,175.04,11.16,11.2,280378.69,119307.42,145209.25,21357.96,0.19,0.027,1.16,4.12,2010/8/27,-10396.51,-0.09,-12.14,-65.03,21.79,1.91,132203
601216,君正集团,化工原料,内蒙,31.03,84.38,84.38,1832831.25,462142.56,746765.63,22650.32,0.03,0.117,1.55,3.13,2011/2/22,416203.81,0.49,8.5,46.96,39.74,25.37,139720
603939,益丰药房,医药商业,湖南,49.81,1.56,3.63,410633.97,303761.25,28237.58,200581.36,5.53,0.48,7.99,3.65,2015/2/17,50361.3,1.39,35.08,27.23,39.53,5.96,14170
600170,上海建工,建筑施工,上海,17.43,69.06,74.83,17436958,14214157,731911.81,289955.03,0.39,0.28,3.23,1.51,1998/6/23,898048.5,1.2,6.56,12.03,10.22,1.57,233933
2829,星网宇达,通信设备,北京,91.26,0.19,0.76,87689.06,61432.13,21217.64,34711.35,4.57,1.29,9.29,9.48,2016/12/13,26418.15,3.48,16.99,9.9,50.48,26.43,13094
600077,宋都股份,全国地产,浙江,57.9,13.4,13.4,1115290.25,1024561.81,5840.03,126727.97,0.95,0.064,2.88,1.7,1997/5/20,200900.11,1.5,174.95,639.97,14.61,1.72,42064
300232,洲明科技,半导体,深圳,54.09,3.7,6.28,252207.84,183097,28727.84,14225.27,0.23,0.205,2,7.38,2011/6/22,40154.28,0.64,25.96,34.52,31.17,10.64,13599
2597,金禾实业,化工原料,安徽,20.33,5.54,5.64,429238.69,240499.22,135100.16,48549.3,0.86,0.97,4.37,4.55,2011/7/7,120867.36,2.14,12.84,157.15,24.32,14.69,22634
2588,史丹利,农药化肥,山东,18.93,7.19,11.65,657481.38,327176.28,154282.63,30729.93,0.26,0.397,3.41,2.94,2011/6/10,230293.34,1.98,-24.66,-14.35,24.92,9.93,53581
300488,恒锋工具,机械基件,浙江,64.46,0.16,0.65,66767.32,39310.96,21224.57,20425.17,3.16,0.817,10.2,6.88,2015/7/1,33937.23,5.24,9.1,5.61,58.2,37.13,8722
2849,威星智能,电器仪表,浙江,91.68,0.22,0.87,46779.65,36943.93,2612.26,5927.78,0.68,0.603,4.27,12.94,2017/2/17,13532.02,1.56,44.66,47.15,32.35,13.39,40701
2632,道明光学,化工原料,浙江,122.21,5.53,5.92,160795.7,74910.4,53250.68,54766.23,0.93,0.082,2.41,4.17,2011/11/22,26390.1,0.45,21.49,8.26,33.68,9.34,37505
587,金洲慈航,批发业,黑龙江,17.23,5.76,10.62,3006906,1329085.25,6297.58,585357.94,5.51,0.659,7.78,1.95,1996/4/25,132628.5,1.25,4.53,484.03,17.32,9.6,39990
2687,乔治白,服饰,浙江,60.92,3.18,3.55,130974.2,56413.42,53945.17,36338.87,1.02,0.125,2.76,3.68,2012/7/13,19098.43,0.54,15.66,9.11,48.23,8.57,17487
2200,云投生态,环境保护,云南,102.32,1.08,1.84,328862.94,277876.66,11471.75,77252.6,4.2,0.187,4.62,5.52,2007/12/21,-14712.57,-0.8,17.73,598.58,31.89,5.2,13912
600059,古越龙山,红黄药酒,浙江,64.57,8.09,8.09,424335.06,266061.53,121302.45,188044.94,2.33,0.119,4.78,2.13,1997/5/16,97044.45,1.2,16.83,12.35,33.99,8.56,49201
2496,辉丰股份,农药化肥,江苏,41.58,8.99,15.07,663508.81,337884.56,200069.27,95990.68,0.64,0.093,2.26,2.28,2010/11/9,83292.68,0.55,40.37,1.76,12.93,4.12,79863
300373,扬杰科技,半导体,江苏,48.37,1.8,4.72,248883.27,175827.97,41986.57,99161.61,2.1,0.47,4.28,4.83,2014/1/23,55449.13,1.17,42.72,46.46,35.36,16.96,17000
